"gutenberg_id" "text"
1727 "the “Odyssey” consists of two distinct poems: (1) The Return of"
1727 "Ulysses, which alone the Muse is asked to sing in the opening lines of"
1727 "the poem. This poem includes the Phaeacian episode, and the account of"
1727 "Ulysses’ adventures as told by himself in Books ix.-xii. It consists of"
1727 "lines 1-79 (roughly) of Book i., of line 28 of Book v., and thence"
1727 "without intermission to the middle of line 187 of Book xiii., at which"
1727 "point the original scheme was abandoned."
1727 ""
1727 "(2) The story of Penelope and the suitors, with the episode of"
1727 "Telemachus’ voyage to Pylos. This poem begins with line 80 (roughly) of"
1727 "Book i., is continued to the end of Book iv., and not resumed till"
1727 "Ulysses wakes in the middle of line 187, Book xiii., from whence it"
1727 "continues to the end of Book xxiv."
1727 ""
1727 "In “The Authoress of the Odyssey”, I wrote:"
1727 ""
1727 "the introduction of lines xi., 115-137 and of line ix., 535, with the"
1727 "writing a new council of the gods at the beginning of Book v., to take"
1727 "the place of the one that was removed to Book i., 1-79, were the only"
1727 "things that were done to give even a semblance of unity to the old"
1727 "scheme and the new, and to conceal the fact that the Muse, after being"
1727 "asked to sing of one subject, spend two-thirds of her time in singing a"
1727 "very different one, with a climax for which no-one has asked her. For"
1727 "roughly the Return occupies eight Books, and Penelope and the Suitors"
1727 "sixteen."
1727 ""
1727 ""
1727 "I believe this to be substantially correct."
1727 ""
1727 "Lastly, to deal with a very unimportant point, I observe that the"
1727 "Leipsic Teubner edition of 894 makes Books ii. and iii. end with a"
1727 "comma. Stops are things of such far more recent date than the"
1727 "“Odyssey,” that there does not seem much use in adhering to the text in"
1727 "so small a matter; still, from a spirit of mere conservatism, I have"
1727 "preferred to do so. Why [Greek] at the beginnings of Books ii. and"
1727 "viii., and [Greek], at the beginning of Book vii. should have initial"
1727 "capitals in an edition far too careful to admit a supposition of"
1727 "inadvertence, when [Greek] at the beginning of Books vi. and xiii., and"
1727 "[Greek] at the beginning of Book xvii. have no initial capitals, I"
1727 "cannot determine. No other Books of the “Odyssey” have initial capitals"
1727 "except the three mentioned unless the first word of the Book is a"
1727 "proper name."
1727 ""
1727 "S. BUTLER."
1727 ""
1727 ""
1727 "_July_ 25, 1900."
1727 ""
1727 ""
1727 ""
1727 ""
1727 "PREFACE TO SECOND EDITION"
1727 ""
1727 ""
1727 "Butler’s Translation of the “Odyssey” appeared originally in 1900, and"
1727 "The Authoress of the Odyssey in 1897. In the preface to the new edition"
1727 "of “The Authoress”, which is published simultaneously with this new"
1727 "edition of the Translation, I have given some account of the genesis of"
1727 "the two books."
1727 ""
1727 "The size of the original page has been reduced so as to make both books"
1727 "uniform with Butler’s other works; and, fortunately, it has been"
1727 "possible, by using a smaller type, to get the same number of words into"
1727 "each page, so that the references remain good, and, with the exception"
1727 "of a few minor alterations and rearrangements now to be enumerated so"
1727 "far as they affect the Translation, the new editions are faithful"
1727 "reprints of the original editions, with misprints and obvious errors"
1727 "corrected—no attempt having been made to edit them or to bring them up"
1727 "to date."
1727 ""
1727 "(a) The Index has been revised."
1727 ""
1727 "(b) Owing to the reduction in the size of the page it has been"
1727 "necessary to shorten some of the headlines, and here advantage has been"
1727 "taken of various corrections of and additions to the headlines and"
1727 "shoulder-notes made by Butler in his own copies of the two books."
1727 ""
1727 "(c) For the most part each of the illustrations now occupies a page,"
1727 "whereas in the original editions they generally appeared two on the"
1727 "page. It has been necessary to reduce the plan of the House of Ulysses."
1727 ""
1727 "On page 153 of “The Authoress” Butler says: “No great poet would"
1727 "compare his hero to a paunch full of blood and fat, cooking before the"
1727 "fire (xx, 24-28).” This passage is not given in the abridged Story of"
1727 "the “Odyssey” at the beginning of the book, but in the Translation it"
1727 "occurs in these words:"
1727 ""
1727 "“Thus he chided with his heart, and checked it into endurance, but he"
1727 "tossed about as one who turns a paunch full of blood and fat in front"
1727 "of a hot fire, doing it first on one side then on the other, that he"
1727 "may get it cooked as soon as possible; even so did he turn himself"
1727 "about from side to side, thinking all the time how, single-handed as he"
1727 "was, he should contrive to kill so large a body of men as the wicked"
1727 "suitors.”"
1727 ""
1727 "It looks as though in the interval between the publication of “The"
1727 "Authoress” (1897) and of the Translation (1900) Butler had changed his"
1727 "mind; for in the first case the comparison is between Ulysses and a"
1727 "paunch full, etc., and in the second it is between Ulysses and a man"
1727 "who turns a paunch full, etc. The second comparison is perhaps one"
1727 "which a great poet might make."
1727 ""
1727 "In seeing the works through the press I have had the invaluable"
1727 "assistance of Mr. A. T. Bartholomew of the University Library,"
1727 "Cambridge, and of Mr. Donald S. Robertson, Fellow of Trinity College,"
1727 "Cambridge. To both these friends I give my most cordial thanks for the"
1727 "care and skill exercised by them. Mr. Robertson has found time for the"
1727 "labour of checking and correcting all the quotations from and"
1727 "references to the “Iliad” and “Odyssey,” and I believe that it could"
1727 "not have been better performed. It was, I know, a pleasure for him; and"
1727 "it would have been a pleasure also for Butler if he could have known"
1727 "that his work was being shepherded by the son of his old friend, Mr. H."
1727 "R. Robertson, who more than half a century ago was a fellow-student"
1727 "with him at Cary’s School of Art in Streatham Street, Bloomsbury."
1727 ""
1727 "HENRY FESTING JONES."
1727 ""
1727 " 120 MAIDA VALE, W.9."
1727 "4th _December_, 1921."
1727 ""
1727 "THE ODYSSEY"
1727 ""
1727 ""
1727 ""
1727 ""
1727 "<BOOK I>"
1727 ""
1727 ""
1727 "THE GODS IN COUNCIL—MINERVA’S VISIT TO ITHACA—THE CHALLENGE FROM"
1727 "TELEMACHUS TO THE SUITORS."
1727 ""
1727 ""
1727 "Tell me, O Muse, of that ingenious hero who travelled far and wide"
1727 "after he had sacked the famous town of Troy. Many cities did he visit,"
1727 "and many were the nations with whose manners and customs he was"
1727 "acquainted; moreover he suffered much by sea while trying to save his"
1727 "own life and bring his men safely home; but do what he might he could"
1727 "not save his men, for they perished through their own sheer folly in"
1727 "eating the cattle of the Sun-god Hyperion; so the god prevented them"
1727 "from ever reaching home. Tell me, too, about all these things, oh"
1727 "daughter of Jove, from whatsoever source you may know them."
1727 ""
1727 "So now all who escaped death in battle or by shipwreck had got safely"
1727 "home except Ulysses, and he, though he was longing to return to his"
1727 "wife and country, was detained by the goddess Calypso, who had got him"
1727 "into a large cave and wanted to marry him. But as years went by, there"
1727 "came a time when the gods settled that he should go back to Ithaca;"
1727 "even then, however, when he was among his own people, his troubles were"
1727 "not yet over; nevertheless all the gods had now begun to pity him"
1727 "except Neptune, who still persecuted him without ceasing and would not"
1727 "let him get home."
1727 ""
1727 "Now Neptune had gone off to the Ethiopians, who are at the world’s end,"
1727 "and lie in two halves, the one looking West and the other East.1 He had"
1727 "gone there to accept a hecatomb of sheep and oxen, and was enjoying"
1727 "himself at his festival; but the other gods met in the house of"
1727 "Olympian Jove, and the sire of gods and men spoke first. At that moment"
1727 "he was thinking of Aegisthus, who had been killed by Agamemnon’s son"
1727 "Orestes; so he said to the other gods:"
1727 ""
1727 "“See now, how men lay blame upon us gods for what is after all nothing"
1727 "but their own folly. Look at Aegisthus; he must needs make love to"
1727 "Agamemnon’s wife unrighteously and then kill Agamemnon, though he knew"
1727 "it would be the death of him; for I sent Mercury to warn him not to do"
1727 "either of these things, inasmuch as Orestes would be sure to take his"
1727 "revenge when he grew up and wanted to return home. Mercury told him"
1727 "this in all good will but he would not listen, and now he has paid for"
1727 "everything in full.”"
1727 ""
1727 "Then Minerva said, “Father, son of Saturn, King of kings, it served"
1727 "Aegisthus right, and so it would any one else who does as he did; but"
1727 "Aegisthus is neither here nor there; it is for Ulysses that my heart"
1727 "bleeds, when I think of his sufferings in that lonely sea-girt island,"
1727 "far away, poor man, from all his friends. It is an island covered with"
1727 "forest, in the very middle of the sea, and a goddess lives there,"
1727 "daughter of the magician Atlas, who looks after the bottom of the"
1727 "ocean, and carries the great columns that keep heaven and earth"
1727 "asunder. This daughter of Atlas has got hold of poor unhappy Ulysses,"
1727 "and keeps trying by every kind of blandishment to make him forget his"
1727 "home, so that he is tired of life, and thinks of nothing but how he may"
1727 "once more see the smoke of his own chimneys. You, sir, take no heed of"
1727 "this, and yet when Ulysses was before Troy did he not propitiate you"
1727 "with many a burnt sacrifice? Why then should you keep on being so angry"
1727 "with him?”"
1727 ""
1727 "And Jove said, “My child, what are you talking about? How can I forget"
1727 "Ulysses than whom there is no more capable man on earth, nor more"
1727 "liberal in his offerings to the immortal gods that live in heaven? Bear"
1727 "in mind, however, that Neptune is still furious with Ulysses for having"
1727 "blinded an eye of Polyphemus king of the Cyclopes. Polyphemus is son to"
1727 "Neptune by the nymph Thoosa, daughter to the sea-king Phorcys;"
1727 "therefore though he will not kill Ulysses outright, he torments him by"
1727 "preventing him from getting home. Still, let us lay our heads together"
1727 "and see how we can help him to return; Neptune will then be pacified,"
1727 "for if we are all of a mind he can hardly stand out against us.”"
1727 ""
1727 "And Minerva said, “Father, son of Saturn, King of kings, if, then, the"
1727 "gods now mean that Ulysses should get home, we should first send"
1727 "Mercury to the Ogygian island to tell Calypso that we have made up our"
1727 "minds and that he is to return. In the meantime I will go to Ithaca, to"
1727 "put heart into Ulysses’ son Telemachus; I will embolden him to call the"
1727 "Achaeans in assembly, and speak out to the suitors of his mother"
1727 "Penelope, who persist in eating up any number of his sheep and oxen; I"
1727 "will also conduct him to Sparta and to Pylos, to see if he can hear"
1727 "anything about the return of his dear father—for this will make people"
1727 "speak well of him.”"
1727 ""
1727 "So saying she bound on her glittering golden sandals, imperishable,"
1727 "with which she can fly like the wind over land or sea; she grasped the"
1727 "redoubtable bronze-shod spear, so stout and sturdy and strong,"
1727 "wherewith she quells the ranks of heroes who have displeased her, and"
1727 "down she darted from the topmost summits of Olympus, whereon forthwith"
1727 "she was in Ithaca, at the gateway of Ulysses’ house, disguised as a"
1727 "visitor, Mentes, chief of the Taphians, and she held a bronze spear in"
1727 "her hand. There she found the lordly suitors seated on hides of the"
1727 "oxen which they had killed and eaten, and playing draughts in front of"
1727 "the house. Men-servants and pages were bustling about to wait upon"
1727 "them, some mixing wine with water in the mixing-bowls, some cleaning"
1727 "down the tables with wet sponges and laying them out again, and some"
1727 "cutting up great quantities of meat."
1727 ""
1727 "Telemachus saw her long before any one else did. He was sitting moodily"
1727 "among the suitors thinking about his brave father, and how he would"
1727 "send them flying out of the house, if he were to come to his own again"
1727 "and be honoured as in days gone by. Thus brooding as he sat among them,"
1727 "he caught sight of Minerva and went straight to the gate, for he was"
1727 "vexed that a stranger should be kept waiting for admittance. He took"
1727 "her right hand in his own, and bade her give him her spear. “Welcome,”"
1727 "said he, “to our house, and when you have partaken of food you shall"
1727 "tell us what you have come for.”"
1727 ""
1727 "He led the way as he spoke, and Minerva followed him. When they were"
1727 "within he took her spear and set it in the spear-stand against a strong"
1727 "bearing-post along with the many other spears of his unhappy father,"
1727 "and he conducted her to a richly decorated seat under which he threw a"
1727 "cloth of damask. There was a footstool also for her feet,2 and he set"
1727 "another seat near her for himself, away from the suitors, that she"
1727 "might not be annoyed while eating by their noise and insolence, and"
1727 "that he might ask her more freely about his father."
1727 ""
1727 "A maid servant then brought them water in a beautiful golden ewer and"
1727 "poured it into a silver basin for them to wash their hands, and she"
1727 "drew a clean table beside them. An upper servant brought them bread,"
1727 "and offered them many good things of what there was in the house, the"
1727 "carver fetched them plates of all manner of meats and set cups of gold"
1727 "by their side, and a manservant brought them wine and poured it out for"
1727 "them."
1727 ""
1727 ""
1727 "Then the suitors came in and took their places on the benches and"
1727 "seats.3 Forthwith men servants poured water over their hands, maids"
1727 "went round with the bread-baskets, pages filled the mixing-bowls with"
1727 "wine and water, and they laid their hands upon the good things that"
1727 "were before them. As soon as they had had enough to eat and drink they"
1727 "wanted music and dancing, which are the crowning embellishments of a"
1727 "banquet, so a servant brought a lyre to Phemius, whom they compelled"
1727 "perforce to sing to them. As soon as he touched his lyre and began to"
1727 "sing Telemachus spoke low to Minerva, with his head close to hers that"
1727 "no man might hear."
1727 ""
1727 "“I hope, sir,” said he, “that you will not be offended with what I am"
1727 "going to say. Singing comes cheap to those who do not pay for it, and"
1727 "all this is done at the cost of one whose bones lie rotting in some"
1727 "wilderness or grinding to powder in the surf. If these men were to see"
1727 "my father come back to Ithaca they would pray for longer legs rather"
1727 "than a longer purse, for money would not serve them; but he, alas, has"
1727 "fallen on an ill fate, and even when people do sometimes say that he is"
1727 "coming, we no longer heed them; we shall never see him again. And now,"
1727 "sir, tell me and tell me true, who you are and where you come from."
1727 "Tell me of your town and parents, what manner of ship you came in, how"
1727 "your crew brought you to Ithaca, and of what nation they declared"
1727 "themselves to be—for you cannot have come by land. Tell me also truly,"
1727 "for I want to know, are you a stranger to this house, or have you been"
1727 "here in my father’s time? In the old days we had many visitors for my"
1727 "father went about much himself.”"
1727 ""
1727 "And Minerva answered, “I will tell you truly and particularly all about"
1727 "it. I am Mentes, son of Anchialus, and I am King of the Taphians. I"
1727 "have come here with my ship and crew, on a voyage to men of a foreign"
1727 "tongue being bound for Temesa4 with a cargo of iron, and I shall bring"
1727 "back copper. As for my ship, it lies over yonder off the open country"
1727 "away from the town, in the harbour Rheithron5 under the wooded mountain"
1727 "Neritum.6 Our fathers were friends before us, as old Laertes will tell"
1727 "you, if you will go and ask him. They say, however, that he never comes"
1727 "to town now, and lives by himself in the country, faring hardly, with"
1727 "an old woman to look after him and get his dinner for him, when he"
1727 "comes in tired from pottering about his vineyard. They told me your"
1727 "father was at home again, and that was why I came, but it seems the"
1727 "gods are still keeping him back, for he is not dead yet not on the"
1727 "mainland. It is more likely he is on some sea-girt island in mid ocean,"
1727 "or a prisoner among savages who are detaining him against his will. I"
1727 "am no prophet, and know very little about omens, but I speak as it is"
1727 "borne in upon me from heaven, and assure you that he will not be away"
1727 "much longer; for he is a man of such resource that even though he were"
1727 "in chains of iron he would find some means of getting home again. But"
1727 "tell me, and tell me true, can Ulysses really have such a fine looking"
1727 "fellow for a son? You are indeed wonderfully like him about the head"
1727 "and eyes, for we were close friends before he set sail for Troy where"
1727 "the flower of all the Argives went also. Since that time we have never"
1727 "either of us seen the other.”"
1727 ""
1727 "“My mother,” answered Telemachus, “tells me I am son to Ulysses, but it"
1727 "is a wise child that knows his own father. Would that I were son to one"
1727 "who had grown old upon his own estates, for, since you ask me, there is"
1727 "no more ill-starred man under heaven than he who they tell me is my"
1727 "father.”"
1727 ""
1727 "And Minerva said, “There is no fear of your race dying out yet, while"
1727 "Penelope has such a fine son as you are. But tell me, and tell me true,"
1727 "what is the meaning of all this feasting, and who are these people?"
1727 "What is it all about? Have you some banquet, or is there a wedding in"
1727 "the family—for no one seems to be bringing any provisions of his own?"
1727 "And the guests—how atrociously they are behaving; what riot they make"
1727 "over the whole house; it is enough to disgust any respectable person"
1727 "who comes near them.”"
1727 ""
1727 "“Sir,” said Telemachus, “as regards your question, so long as my father"
1727 "was here it was well with us and with the house, but the gods in their"
1727 "displeasure have willed it otherwise, and have hidden him away more"
1727 "closely than mortal man was ever yet hidden. I could have borne it"
1727 "better even though he were dead, if he had fallen with his men before"
1727 "Troy, or had died with friends around him when the days of his fighting"
1727 "were done; for then the Achaeans would have built a mound over his"
1727 "ashes, and I should myself have been heir to his renown; but now the"
1727 "storm-winds have spirited him away we know not whither; he is gone"
1727 "without leaving so much as a trace behind him, and I inherit nothing"
1727 "but dismay. Nor does the matter end simply with grief for the loss of"
1727 "my father; heaven has laid sorrows upon me of yet another kind; for the"
1727 "chiefs from all our islands, Dulichium, Same, and the woodland island"
1727 "of Zacynthus, as also all the principal men of Ithaca itself, are"
1727 "eating up my house under the pretext of paying their court to my"
1727 "mother, who will neither point blank say that she will not marry,7 nor"
1727 "yet bring matters to an end; so they are making havoc of my estate, and"
1727 "before long will do so also with myself.”"
1727 ""
1727 "“Is that so?” exclaimed Minerva, “then you do indeed want Ulysses home"
1727 "again. Give him his helmet, shield, and a couple of lances, and if he"
1727 "is the man he was when I first knew him in our house, drinking and"
1727 "making merry, he would soon lay his hands about these rascally suitors,"
1727 "were he to stand once more upon his own threshold. He was then coming"
1727 "from Ephyra, where he had been to beg poison for his arrows from Ilus,"
1727 "son of Mermerus. Ilus feared the ever-living gods and would not give"
1727 "him any, but my father let him have some, for he was very fond of him."
1727 "If Ulysses is the man he then was these suitors will have a short"
1727 "shrift and a sorry wedding."
1727 ""
1727 "“But there! It rests with heaven to determine whether he is to return,"
1727 "and take his revenge in his own house or no; I would, however, urge you"
1727 "to set about trying to get rid of these suitors at once. Take my"
1727 "advice, call the Achaean heroes in assembly to-morrow morning—lay your"
1727 "case before them, and call heaven to bear you witness. Bid the suitors"
1727 "take themselves off, each to his own place, and if your mother’s mind"
1727 "is set on marrying again, let her go back to her father, who will find"
1727 "her a husband and provide her with all the marriage gifts that so dear"
1727 "a daughter may expect. As for yourself, let me prevail upon you to take"
1727 "the best ship you can get, with a crew of twenty men, and go in quest"
1727 "of your father who has so long been missing. Some one may tell you"
1727 "something, or (and people often hear things in this way) some"
1727 "heaven-sent message may direct you. First go to Pylos and ask Nestor;"
1727 "thence go on to Sparta and visit Menelaus, for he got home last of all"
1727 "the Achaeans; if you hear that your father is alive and on his way"
1727 "home, you can put up with the waste these suitors will make for yet"
1727 "another twelve months. If on the other hand you hear of his death, come"
1727 "home at once, celebrate his funeral rites with all due pomp, build a"
1727 "barrow to his memory, and make your mother marry again. Then, having"
1727 "done all this, think it well over in your mind how, by fair means or"
1727 "foul, you may kill these suitors in your own house. You are too old to"
1727 "plead infancy any longer; have you not heard how people are singing"
1727 "Orestes’ praises for having killed his father’s murderer Aegisthus? You"
1727 "are a fine, smart looking fellow; show your mettle, then, and make"
1727 "yourself a name in story. Now, however, I must go back to my ship and"
1727 "to my crew, who will be impatient if I keep them waiting longer; think"
1727 "the matter over for yourself, and remember what I have said to you.”"
1727 ""
1727 "“Sir,” answered Telemachus, “it has been very kind of you to talk to me"
1727 "in this way, as though I were your own son, and I will do all you tell"
1727 "me; I know you want to be getting on with your voyage, but stay a"
1727 "little longer till you have taken a bath and refreshed yourself. I will"
1727 "then give you a present, and you shall go on your way rejoicing; I will"
1727 "give you one of great beauty and value—a keepsake such as only dear"
1727 "friends give to one another.”"
1727 ""
1727 "Minerva answered, “Do not try to keep me, for I would be on my way at"
1727 "once. As for any present you may be disposed to make me, keep it till I"
1727 "come again, and I will take it home with me. You shall give me a very"
1727 "good one, and I will give you one of no less value in return.”"
